ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-13143,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Regular,Email,4,10.1,Low,Medium
TKT-13144,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Premium,Chat,1,28.81,Low,Low
TKT-13145,Update FAQ section,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Premium,Phone Call,1,68.71,Medium,Low
TKT-13146,Feature not working as expected,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Regular,Email,3,17.66,High,Medium
TKT-13147,Request for additional report filter,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Server Down,Regular,Phone Call,0,66.42,High,Low
TKT-13148,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Phone Call,0,30.24,Low,Low
TKT-13149,Payment gateway rejected all transactions,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Server Down,Premium,Phone Call,6,1.24,High,High
TKT-13150,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Other,Regular,Email,4,3.28,High,High
TKT-13151,Critical bug causing data exposure,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Login Issue,Premium,Chat,14,2.43,High,High
TKT-13152,Report generation taking too long,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Regular,Email,1,4.29,Medium,Medium
TKT-13153,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Email,6,8.63,Medium,Medium
TKT-13154,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Email,1,7.09,Low,Medium
TKT-13155,Improve onboarding guide,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Phone Call,0,64.88,Low,Low
TKT-13156,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,3,9.68,Medium,Medium
TKT-13157,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Premium,Phone Call,5,15.1,Medium,Medium
TKT-13158,Login completely broken for all premium users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Account Suspension,Premium,Phone Call,8,0.61,High,High
TKT-13159,Critical bug causing data exposure,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Payment Issue,Regular,Chat,14,2.99,High,High
TKT-13160,Payment processing delayed by 2-3 minutes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Email,6,14.81,Medium,Medium
TKT-13161,Feature not working as expected,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Email,5,18.58,Medium,Medium
TKT-13162,Search results returning outdated data,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Premium,Phone Call,6,15.86,High,Medium
TKT-13163,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Email,3,43.39,Medium,Low
TKT-13164,Intermittent login failures reported,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Feature Request,Premium,Phone Call,6,13.03,High,Medium
TKT-13165,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Feature Request,Premium,Email,6,4.82,Medium,Medium
TKT-13166,Spelling error in help documentation,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Chat,1,22.02,Low,Low
TKT-13167,Minor UI alignment issue on mobile,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Chat,1,65.36,Medium,Low
TKT-13168,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Security Problem,Premium,Chat,6,19.01,Medium,Medium
TKT-13169,Payment gateway rejected all transactions,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Payment Issue,Regular,Chat,5,1.05,High,High
TKT-13170,Spelling error in help documentation,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Chat,2,7.79,Low,Low
TKT-13171,Request for additional report filter,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Chat,2,18.68,Low,Low
TKT-13172,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Account Suspension,Premium,Phone Call,5,10.35,Medium,Medium
TKT-13173,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Regular,Email,5,12.85,Medium,Medium
TKT-13174,Intermittent login failures reported,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Email,2,17.02,Low,Medium
TKT-13175,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Chat,3,60.66,Low,Low
TKT-13176,Change password label text suggestion,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Security Problem,Premium,Phone Call,0,18.89,Low,Low
TKT-13177,Two-factor authentication failing sometimes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Regular,Phone Call,6,5.67,Medium,Medium
TKT-13178,Email notifications not arriving,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Feature Request,Regular,Email,3,9.73,Medium,Medium
TKT-13179,Request to add dark mode,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Chat,2,64.14,High,Low
TKT-13180,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Phone Call,6,14.87,Medium,Medium
TKT-13181,Payment gateway rejected all transactions,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Technical Bug,Premium,Chat,14,3.08,High,High
TKT-13182,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Server Down,Premium,Email,6,18.85,Medium,Medium
TKT-13183,Minor UI alignment issue on mobile,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Regular,Email,0,55.93,Low,Low
TKT-13184,API endpoint returning 500 errors in production,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Regular,Chat,11,1.37,High,High
TKT-13185,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Other,Regular,Chat,5,1.35,High,Medium
TKT-13186,Two-factor authentication failing sometimes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Chat,3,11.92,High,Medium
TKT-13187,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,4,7.13,Medium,Medium
TKT-13188,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Security Problem,Premium,Email,5,14.46,High,Medium
TKT-13189,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Email,1,33.71,Low,Low
TKT-13190,Change password label text suggestion,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Security Problem,Regular,Chat,2,20.01,Low,Low
TKT-13191,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Phone Call,0,45.96,Low,Low
TKT-13192,Intermittent login failures reported,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Feature Request,Premium,Email,6,10.58,Medium,Medium
TKT-13193,Report generation taking too long,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Email,5,10.03,Medium,Medium
TKT-13194,Minor UI alignment issue on mobile,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Email,1,25.46,Low,Low
TKT-13195,Export to PDF producing blank file,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Regular,Email,3,9.28,Medium,Medium
TKT-13196,Request for additional report filter,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Email,1,65.97,Low,Low
TKT-13197,Add CSV export option,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Email,3,31.82,Medium,Low
TKT-13198,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Chat,2,21.42,Low,Low
TKT-13199,Login completely broken for all premium users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Account Suspension,Regular,Email,9,2.53,Medium,High
TKT-13200,API endpoint returning 500 errors in production,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Technical Bug,Premium,Email,15,1.2,High,High
TKT-13201,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Premium,Email,4,15.04,High,Medium
TKT-13202,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Premium,Phone Call,2,69.98,Medium,Low
TKT-13203,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Phone Call,3,35.42,Medium,Low
TKT-13204,Security breach detected – immediate action needed,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Premium,Phone Call,12,1.48,High,High
TKT-13205,Login completely broken for all premium users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Technical Bug,Premium,Email,3,3.32,High,High
TKT-13206,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Other,Regular,Email,1,9.67,Medium,Medium
TKT-13207,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Email,15,0.66,High,High
TKT-13208,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Regular,Phone Call,6,15.44,Medium,Medium
TKT-13209,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Premium,Email,3,8.21,Medium,Medium
TKT-13210,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Regular,Chat,6,16.08,Medium,Medium
TKT-13211,Login completely broken for all premium users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Technical Bug,Premium,Email,8,3.44,High,High
TKT-13212,Request for new feature in dashboard,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Phone Call,0,37.62,Medium,Low
TKT-13213,Critical payment failure affecting all users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Email,10,0.5,Medium,High
TKT-13214,API endpoint returning 500 errors in production,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Technical Bug,Regular,Email,15,1.15,High,High
TKT-13215,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Premium,Chat,3,9.9,Medium,Medium
TKT-13216,Database corruption – data loss risk,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Regular,Phone Call,13,1.95,Medium,High
TKT-13217,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Regular,Chat,2,5.52,Medium,Medium
TKT-13218,Add CSV export option,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Payment Issue,Regular,Chat,2,37.56,Low,Low
TKT-13219,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Security Problem,Premium,Chat,2,15.96,High,Medium
TKT-13220,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,6,14.99,Medium,Medium
TKT-13221,Intermittent login failures reported,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Chat,4,16.33,High,Medium
TKT-13222,Payment processing delayed by 2-3 minutes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Security Problem,Premium,Phone Call,5,10.29,High,Medium
TKT-13223,Account suspended unexpectedly – urgent,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Regular,Phone Call,12,1.36,Low,High
TKT-13224,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Security Problem,Premium,Chat,4,1.85,Medium,High
TKT-13225,Critical payment failure affecting all users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Premium,Chat,13,3.39,High,High
TKT-13226,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Phone Call,5,1.64,Medium,Medium
TKT-13227,Two-factor authentication failing sometimes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Chat,6,3.97,Medium,Medium
TKT-13228,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Regular,Chat,4,9.46,Medium,Medium
TKT-13229,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Email,2,52.12,Low,Low
TKT-13230,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Email,3,15.8,High,Medium
TKT-13231,Change password label text suggestion,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Security Problem,Premium,Chat,1,8.16,Low,Low
TKT-13232,Account suspended unexpectedly – urgent,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Phone Call,13,3.69,High,High
TKT-13233,Tooltip text unclear on settings page,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Email,0,68.7,Low,Low
TKT-13234,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Premium,Chat,6,3.22,High,High
TKT-13235,Request for additional report filter,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Phone Call,1,70.28,Low,Low
TKT-13236,Search results returning outdated data,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Other,Regular,Phone Call,1,3.69,Medium,Medium
TKT-13237,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Email,2,19.18,Medium,Medium
TKT-13238,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Regular,Phone Call,4,3.69,High,High
TKT-13239,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Account Suspension,Regular,Chat,4,19.56,Medium,Medium
TKT-13240,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Chat,1,30.11,Medium,Low
TKT-13241,Critical payment failure affecting all users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Regular,Phone Call,14,2.13,High,High
TKT-13242,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Other,Premium,Email,1,14.06,Medium,Medium
TKT-13243,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Security Problem,Premium,Email,6,9.15,Medium,Medium
TKT-13244,Email notifications not arriving,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Other,Premium,Email,6,3.56,Low,Medium
TKT-13245,Payment gateway rejected all transactions,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Premium,Chat,3,3.6,Medium,High
TKT-13246,Database corruption – data loss risk,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Premium,Chat,10,3.51,High,High
TKT-13247,Search results returning outdated data,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Security Problem,Premium,Email,4,13.57,Medium,Medium
TKT-13248,Request to add dark mode,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Chat,2,5.17,Low,Low
TKT-13249,Payment processing delayed by 2-3 minutes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Premium,Phone Call,2,1.79,Medium,Medium
TKT-13250,Intermittent login failures reported,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Phone Call,5,5.23,Medium,Medium
TKT-13251,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Premium,Phone Call,9,1.87,Medium,High
TKT-13252,Server completely down – production halted,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Security Problem,Premium,Chat,6,2.44,Low,High
TKT-13253,Tooltip text unclear on settings page,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Regular,Email,3,48.23,Low,Low
TKT-13254,Payment processing delayed by 2-3 minutes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Premium,Phone Call,5,2.31,High,Medium
TKT-13255,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Other,Premium,Chat,4,9.83,Low,Medium
TKT-13256,API endpoint returning 500 errors in production,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Premium,Chat,9,2.91,High,High
TKT-13257,Update FAQ section,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Premium,Chat,0,41.88,Low,Low
TKT-13258,Request for additional report filter,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Regular,Phone Call,1,18.33,High,Low
TKT-13259,Payment gateway rejected all transactions,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Regular,Chat,13,0.33,High,High
TKT-13260,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Technical Bug,Premium,Phone Call,7,1.51,High,High
TKT-13261,Payment processing delayed by 2-3 minutes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Server Down,Regular,Email,3,1.89,High,Medium
TKT-13262,Payment gateway rejected all transactions,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Premium,Phone Call,8,2.05,High,High
TKT-13263,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Premium,Chat,5,9.62,Medium,Medium
TKT-13264,DDoS attack in progress – site unreachable,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Payment Issue,Premium,Phone Call,11,1.81,Medium,High
TKT-13265,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Regular,Chat,1,7.27,High,Medium
TKT-13266,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Feature Request,Premium,Phone Call,4,8.32,Medium,Medium
TKT-13267,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Chat,1,1.18,Medium,Medium
TKT-13268,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Security Problem,Regular,Chat,2,17.01,Medium,Medium
TKT-13269,Request for new feature in dashboard,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Chat,3,55.14,Medium,Low
TKT-13270,Search results returning outdated data,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Premium,Phone Call,1,6.74,Medium,Medium
TKT-13271,Tooltip text unclear on settings page,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Server Down,Regular,Chat,1,61.53,Low,Low
TKT-13272,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Chat,5,15.81,Medium,Medium
TKT-13273,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Premium,Phone Call,0,8.43,High,Low
TKT-13274,Email notifications not arriving,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Phone Call,3,8.95,Medium,Medium
TKT-13275,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Regular,Phone Call,2,6.62,Medium,Medium
TKT-13276,Database corruption – data loss risk,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,13,1.52,High,High
TKT-13277,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Security Problem,Regular,Phone Call,2,18.52,High,Medium
TKT-13278,Change password label text suggestion,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Chat,3,7.26,Medium,Low
TKT-13279,Spelling error in help documentation,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Chat,1,43.16,Medium,Low
TKT-13280,Database corruption – data loss risk,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Email,14,3.23,High,High
TKT-13281,Payment processing delayed by 2-3 minutes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Regular,Chat,3,3.34,Medium,Medium
TKT-13282,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Regular,Email,5,1.15,Medium,High
TKT-13283,Report generation taking too long,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Premium,Chat,5,18.65,Medium,Medium
TKT-13284,Login completely broken for all premium users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Regular,Phone Call,9,2.26,High,High
TKT-13285,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Chat,6,1.36,High,High
TKT-13286,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Email,3,5.61,Medium,Medium
TKT-13287,Login completely broken for all premium users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Regular,Chat,11,1.35,High,High
TKT-13288,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Regular,Chat,11,3.13,High,High
TKT-13289,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Chat,2,19.51,Medium,Medium
TKT-13290,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Chat,3,41.89,Low,Low
TKT-13291,Intermittent login failures reported,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Email,2,4.21,Medium,Medium
TKT-13292,Request for new feature in dashboard,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Security Problem,Regular,Email,2,42.53,High,Low
TKT-13293,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Chat,3,15.69,Medium,Low
TKT-13294,Critical payment failure affecting all users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Regular,Phone Call,12,1.45,High,High
TKT-13295,Spelling error in help documentation,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Email,3,5.56,Low,Low
TKT-13296,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Chat,1,14.33,Medium,Medium
TKT-13297,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Other,Premium,Email,2,14.88,Medium,Medium
TKT-13298,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Regular,Phone Call,4,1.59,High,High
